Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
273,22,CD 16391,Plethodon richmondi,female,44.5,,,Terrestrial ,direct,,,5/16/59,May,,4950,49005000,dry woods,,,"Stream Tributary flowing East into Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA Dry Woods"
273,22,CD 16390,Plethodon richmondi,female,48,,,Terrestrial ,direct,,,5/16/59,May,,4950,49005000,dry woods,,,"Stream Tributary flowing East into Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA Dry Woods"
273,25,CD 16442,Plethodon richmondi,female,40.5,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16444,Plethodon richmondi,female,41,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16437,Plethodon richmondi,male,41.5,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16441,Plethodon richmondi,female,42.5,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16443,Plethodon richmondi,female,42.5,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16439,Plethodon richmondi,female,45.5,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16438,Plethodon richmondi,female,49,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,25,CD 16440,Plethodon richmondi,male,50,,,Terrestrial ,direct,,,5/17/59,May,,4300,4300,dry woods,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA Dry woods"
273,33,CD 16620,Plethodon richmondi,juvenile,15.5,,,Terrestrial ,direct,,,5/18/59,May,8:00pm11:00pm,3600,3600,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,33,CD 16621,Plethodon richmondi,female,46,,,Terrestrial ,direct,,,5/18/59,May,8:00pm11:00pm,3600,3600,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,33,CD 16622,Plethodon richmondi,female,50.5,,,Terrestrial ,direct,,,5/18/59,May,8:00pm11:00pm,3600,3600,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,43,CD 16776,Plethodon richmondi,female,48,,,Terrestrial ,direct,,,5/21/59,May,,3900,3900,,,,"Rt. 600 North Side Whitetop Mt., Smyth Co., VA "
273,43,CD 16777,Plethodon richmondi,male,54,,,Terrestrial ,direct,,,5/21/59,May,,3900,3900,,,,"Rt. 600 North Side Whitetop Mt., Smyth Co., VA "
273,54,CD 16911,Plethodon richmondi,juvenile,20,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16912,Plethodon richmondi,juvenile,21.5,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16915,Plethodon richmondi,female,35,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16913,Plethodon richmondi,male,39.5,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16914,Plethodon richmondi,male,41,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16922,Plethodon richmondi,male,41,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16920,Plethodon richmondi,male,43.5,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16916,Plethodon richmondi,male,45.5,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16919,Plethodon richmondi,female,47,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16921,Plethodon richmondi,male,49,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16918,Plethodon richmondi,female,50.5,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,54,CD 16917,Plethodon richmondi,male,53,,,Terrestrial ,direct,,,5/22/59,May,,3950,39004000,,,,"South Side Whitetop Mt., Grayson Co., VA"
273,64,CD 17132,Plethodon richmondi,male,35.5,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,64,CD 17131,Plethodon richmondi,female,36,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,62,CD 17089,Plethodon richmondi,female,43.5,,,Terrestrial ,direct,,,5/24/59,May,,4100,4100,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,64,CD 17130,Plethodon richmondi,male,45,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,64,CD 17129,Plethodon richmondi,female,45.5,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,64,CD 17127,Plethodon richmondi,female,46,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,64,CD 17128,Plethodon richmondi,female,53.5,,,Terrestrial ,direct,,,5/24/59,May,,4000,4000,,,,"Transect Rt. 600, South Side Whitetop Mt., Grayson Co., VA "
273,70,CD 17208,Plethodon richmondi,female,39,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17207,Plethodon richmondi,male,39,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17210,Plethodon richmondi,male,39,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17209,Plethodon richmondi,female,39.5,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17206,Plethodon richmondi,female,40.5,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,68,CD 17183,Plethodon richmondi,female,44,,,Terrestrial ,direct,,,5/26/59,May,,3400,3400,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17204,Plethodon richmondi,male,46.5,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17205,Plethodon richmondi,male,47.5,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,70,CD 17203,Plethodon richmondi,male,49,,,Terrestrial ,direct,,,5/26/59,May,,3500,3500,,,,"Mud Creek, South Side Whitetop Mt., Grayson Co., VA near Rt. 600"
273,85,CD 17454,Plethodon richmondi,female,40,,,Terrestrial ,direct,,,6/6/59,June,,4200,4200,,,,"Transect Rt. 600N North Side Whitetop Mt., Smyth Co., VA"
273,86,CD 17469,Plethodon richmondi,female,50.5,,,Terrestrial ,direct,,,6/6/59,June,,4100,4100,,,,"Transect Rt. 600N North Side Whitetop Mt., Smyth Co., VA"
273,85,CD 17453,Plethodon richmondi,female,52,,,Terrestrial ,direct,,,6/6/59,June,,4200,4200,,,,"Transect Rt. 600N North Side Whitetop Mt., Smyth Co., VA"
274,8,CD 17583,Plethodon richmondi,male,52,,250,Terrestrial ,direct,,,6/7/59,June,,4500,4500,,,,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
274,9,CD 17600,Plethodon richmondi,vial,17.5,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17660,Plethodon richmondi,vial,19,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17601,Plethodon richmondi,vial,20,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17676,Plethodon richmondi,male,29.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17675,Plethodon richmondi,male,31.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17674,Plethodon richmondi,female,32,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17677,Plethodon richmondi,male,32,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17672,Plethodon richmondi,male,33,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17745,Plethodon richmondi,male,33.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17605,Plethodon richmondi,female,34,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17744,Plethodon richmondi,female,34,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17604,Plethodon richmondi,female,34.5,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17673,Plethodon richmondi,male,35,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17671,Plethodon richmondi,male,35.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17743,Plethodon richmondi,male,36,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17742,Plethodon richmondi,male,37.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17741,Plethodon richmondi,female,38,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17603,Plethodon richmondi,male,39,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,13,CD 17670,Plethodon richmondi,female,39,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17668,Plethodon richmondi,female,39.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17738,Plethodon richmondi,male,39.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17602,Plethodon richmondi,male,40,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17739,Plethodon richmondi,female,41,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17740,Plethodon richmondi,female,41.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17666,Plethodon richmondi,female,42.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17667,Plethodon richmondi,female,43.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17669,Plethodon richmondi,male,43.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17607,Plethodon richmondi,male,44,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17665,Plethodon richmondi,female,44,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17737,Plethodon richmondi,female,44,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17746,Plethodon richmondi,female,44,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17661,Plethodon richmondi,male,44.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17664,Plethodon richmondi,male,44.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17733,Plethodon richmondi,female,44.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17736,Plethodon richmondi,female,45.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17732,Plethodon richmondi,female,46.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,9,CD 17606,Plethodon richmondi,male,47,,,Terrestrial ,direct,,,6/8/59,June,,3800,3800,woods,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17731,Plethodon richmondi,male,47,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,16,CD 17735,Plethodon richmondi,female,49,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17662,Plethodon richmondi,male,49.5,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17734,Plethodon richmondi,female,49.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17729,Plethodon richmondi,male,50,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,15,CD 17730,Plethodon richmondi,female,52.5,,,Terrestrial ,direct,,,6/8/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,12,CD 17663,Plethodon richmondi,male,54,,,Terrestrial ,direct,,,6/8/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA woods"
274,28,CD 17937,Plethodon richmondi,female,47.5,,250,Terrestrial ,direct,,,6/9/59,June,,4100,4100,,,,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
274,47,CD 18240,Plethodon richmondi,female,38.5,,,Terrestrial ,direct,,,6/13/59,June,,3800,3800,,,,"Rt. 600N, North Side Whitetop Mt., Smyth Co., VA "
274,55,CD 18352,Plethodon richmondi,female,38.5,,,Terrestrial ,direct,,,6/14/59,June,,4600,4600,,,,"Rt.600S, South Side Whitetop Mt., Grayson Co., VA"
274,56,CD 18373,Plethodon richmondi,male,39.5,,,Terrestrial ,direct,,,6/14/59,June,,4500,4500,,,,"Rt.600S, South Side Whitetop Mt., Grayson Co., VA"
274,55,CD 18350,Plethodon richmondi,male,43,,,Terrestrial ,direct,,,6/14/59,June,,4600,4600,,,,"Rt.600S, South Side Whitetop Mt., Grayson Co., VA"
274,55,CD 18351,Plethodon richmondi,female,48.5,,,Terrestrial ,direct,,,6/14/59,June,,4600,4600,,,,"Rt.600S, South Side Whitetop Mt., Grayson Co., VA"
274,63,CD 18478,Plethodon richmondi,vial,19.5,,,Terrestrial ,direct,,,6/15/59,June,,4300,4300,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,60,CD 18421,Plethodon richmondi,vial,20,,,Terrestrial ,direct,,,6/15/59,June,,4100,4100,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,63,CD 18477,Plethodon richmondi,vial,20,,,Terrestrial ,direct,,,6/15/59,June,,4300,4300,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,60,CD 18423,Plethodon richmondi,female,30,,,Terrestrial ,direct,,,6/15/59,June,,4100,4100,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,60,CD 18422,Plethodon richmondi,male,31.5,,,Terrestrial ,direct,,,6/15/59,June,,4100,4100,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,63,CD 18479,Plethodon richmondi,male,36,,,Terrestrial ,direct,,,6/15/59,June,,4300,4300,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
274,63,CD 18480,Plethodon richmondi,male,41.5,,,Terrestrial ,direct,,,6/15/59,June,,4300,4300,,,,"Rt. 600S, South Side Whitetop Mt., Grayson Co., VA"
275,10,CD 18950,Plethodon richmondi,vial,18,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,CD 18949,Plethodon richmondi,vial,19.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,CD 18924,Plethodon richmondi,juvenile,21,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,CD 18952,Plethodon richmondi,male,33.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,CD 18925,Plethodon richmondi,male,34,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,CD 18951,Plethodon richmondi,male,38,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,CD 18953,Plethodon richmondi,female,42,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,CD 18926,Plethodon richmondi,female,47,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,33,CD 19200,Plethodon richmondi,male,37,,,Terrestrial ,direct,,,6/25/59,June,,,,,,,"Walnut Knob, South Side Mt. Rogers, Grayson Co., VA"
267,32,CD 5058,Plethodon welleri,male,39.5,70,,Terrestrial ,direct,,,7/3/57,July,2:004pm,5225,5225 ±25,, 4Jul57,in a very rotten spruce log,"Whitetop Mt., Smyth Co., VA, North facing slope"
267,87,CD 6335,Plethodon welleri,male,37.5,68,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6334,Plethodon welleri,male,42,75.5,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6336,Plethodon welleri,male,42.5,77,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6340,Plethodon welleri,male,43,76,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6339,Plethodon welleri,male,43,77.5,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6337,Plethodon welleri,female,44,,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,87,CD 6338,Plethodon welleri,male,45.5,79,,Terrestrial ,direct,,,7/16/57,July,,5450,54005000,,8/20/57,,"North facing slope of Whitetop Mt., Smyth Co., VA "
267,128,CD 5608,Plethodon welleri,juvenile,30,53,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,134,CD 5652,Plethodon welleri,juvenile,34.5,,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,128,CD 5607,Plethodon welleri,juvenile,34.5,58.5,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,138,CD 5684,Plethodon welleri,juvenile,35,,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,138,CD 5686,Plethodon welleri,male,37,65.5,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,134,CD 5651,Plethodon welleri,juvenile,37,,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,134,CD 5650,Plethodon welleri,male,38.5,,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,128,CD 5604,Plethodon welleri,male,39,68,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,138,CD 5687,Plethodon welleri,male,40.5,,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,134,CD 5653,Plethodon welleri,male,41,,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,132,CD5628,Plethodon welleri,male,41,,,Terrestrial ,direct,,,7/26/57,July,,5600,5600±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,128,CD 5606,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,132,CD5627,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,7/26/57,July,,5600,5600±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,128,CD 5605,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,134,CD 5648,Plethodon welleri,male,43,,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,138,CD 5682,Plethodon welleri,male,43.5,69,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,136,CD 5681,Plethodon welleri,male,43.5,77,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"South Side of Mt. Rogers, VA "
267,134,CD 5649,Plethodon welleri,male,43.5,80,,Terrestrial ,direct,,,7/26/57,July,,5500,5500±25,,,,"South Side of Mt. Rogers, VA "
267,138,CD 5683,Plethodon welleri,male,45,75.5,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,138,CD 5685,Plethodon welleri,male,45,,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,138,CD 5688,Plethodon welleri,male,47.5,85,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,128,CD 5603,Plethodon welleri,male,49,86,,Terrestrial ,direct,,,7/26/57,July,,5700,5700±25,,,,"Transect of Southfacing side of Mount Rogers, Grayson Co., VA"
267,138,CD 5689,Plethodon welleri,female,53.5,114,,Terrestrial ,direct,,,7/26/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,130,CD 5622,Plethodon welleri,male,48,,,Terrestrial ,direct,,,7/27/57,July,,5700,5700±25,,,,"South Side of Mt. Rogers, VA "
267,130,CD 5623,Plethodon welleri,male,45,,,Terrestrial ,direct,,,7/28/57,July,,5700,5700±25,,,,"South Side of Mt. Rogers, VA "
267,130,CD 5624,Plethodon welleri,male,41,,,Terrestrial ,direct,,,7/29/57,July,,5700,5700±25,,,,"South Side of Mt. Rogers, VA "
267,142,CD 5726,Plethodon welleri,juvenile,35,62,,Terrestrial ,direct,,,7/30/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,142,CD 5729,Plethodon welleri,male,38,64.5,,Terrestrial ,direct,,,7/30/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,130,CD 5625,Plethodon welleri,male,40,,,Terrestrial ,direct,,,7/30/57,July,,5700,5700±25,,,,"South Side of Mt. Rogers, VA "
267,142,CD 5724,Plethodon welleri,male,42,74.5,,Terrestrial ,direct,,,7/30/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,145,CD 5763,Plethodon welleri,female,43,75,,Terrestrial ,direct,,,7/30/57,July,,5000,5000±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,144,CD 5752,Plethodon welleri,female,43,79,,Terrestrial ,direct,,,7/30/57,July,,5200,5200±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,143,CD 5739,Plethodon welleri,female,43.5,73,,Terrestrial ,direct,,,7/30/57,July,,5300,5300±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,142,CD 5730,Plethodon welleri,female,45,79.5,,Terrestrial ,direct,,,7/30/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
267,142,CD 5725,Plethodon welleri,male,45,79,,Terrestrial ,direct,,,7/30/57,July,,5400,5400±25,,,,"Transect of South Facing Side of Mount Rogers, Grayson Co., VA "
