Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
267,130,CD 5626,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,7/31/57,July,,5700,5700±25,,,,"South Side of Mt. Rogers, VA "
267,34,CD 5067,Plethodon welleri,male,36.5,63,,Terrestrial ,direct,,,8/7/57,August,,5325,5325 ±25,Route 600,,,"Transect of North facing slope between Mt.Rogers and Whitetop Mt., Smyth Co., VA"
267,34,CD 5066,Plethodon welleri,male,40,73,,Terrestrial ,direct,,,8/7/57,August,,5325,5325 ±25,Route 600,,,"Transect of North facing slope between Mt.Rogers and Whitetop Mt., Smyth Co., VA"
267,34,CD 5065,Plethodon welleri,male,44,75,,Terrestrial ,direct,,,8/7/57,August,,5325,5325 ±25,Route 600,7/4/57,CD 50655068 were all taken in the same very rotten spruce log in spruce forest ,"Transect of North facing slope between Mt.Rogers and Whitetop Mt., Smyth Co., VA"
268,17,CD 10159,Plethodon welleri,female,31.5,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,17,CD 10158,Plethodon welleri,male,37.5,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,17,CD 10157,Plethodon welleri,male,38.5,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,17,CD 10155,Plethodon welleri,male,39.5,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,17,CD 10156,Plethodon welleri,male,40,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,41,CD 10445,Plethodon welleri,female,40.5,,,Terrestrial ,direct,,,7/14/58,July,,5200,5200,,7/17/58,,"South East Side of Whitetop Mt., Grayson Co., VA"
268,17,CD 10154,Plethodon welleri,female,42.5,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,41,CD 10446,Plethodon welleri,male,43,,,Terrestrial ,direct,,,7/14/58,July,,5200,5200,,7/17/58,,"South East Side of Whitetop Mt., Grayson Co., VA"
268,17,CD 10160,Plethodon welleri,male,44,,,Terrestrial ,direct,,,7/14/58,July,,5350,52005500,,,,"South Facing Slope of Whitetop Mt., Grayson Co., VA"
268,45,CD 10487,Plethodon welleri,male,39,,,Terrestrial ,direct,,,7/22/58,July,9:00pm11:30pm,5350,52005500,,,,"Summit of Whitetop Mt., Grayson Co., VA"
268,45,CD 10488,Plethodon welleri,male,41,,,Terrestrial ,direct,,,7/22/58,July,9:00pm11:30pm,5350,52005500,,,,"Summit of Whitetop Mt., Grayson Co., VA"
268,88,CD 11104,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,8/7/58,August,9:00pm11:30pm,5450,54005500,,,,"Whitetop Mt., Smyth Co., VA "
268,88,CD 11105,Plethodon welleri,male,44,,,Terrestrial ,direct,,,8/7/58,August,9:00pm11:30pm,5450,54005500,,,,"Whitetop Mt., Smyth Co., VA "
269,13,CD 11473,Plethodon welleri,juvenile,24,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,13,CD 11471,Plethodon welleri,male,27,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,13,CD 11472,Plethodon welleri,female,31,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11468,Plethodon welleri,male,36,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11470,Plethodon welleri,female,37,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11465,Plethodon welleri,male,40,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11453,Plethodon welleri,male,41,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11461,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11464,Plethodon welleri,male,42,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11469,Plethodon welleri,male,42,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11462,Plethodon welleri,female,42.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11463,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11447,Plethodon welleri,male,43,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11449,Plethodon welleri,male,43,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11466,Plethodon welleri,male,43,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11458,Plethodon welleri,female,43.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11452,Plethodon welleri,male,43.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11467,Plethodon welleri,male,43.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,26,CD 11576,Plethodon welleri,female,43.5,74,,Terrestrial ,direct,,,8/16/58,August,,5600,5600,,,,"Mt. Rogers, Grayson Co., VA "
269,12,CD 11455,Plethodon welleri,female,44,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11448,Plethodon welleri,male,44,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11454,Plethodon welleri,female,44.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11460,Plethodon welleri,female,45,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11451,Plethodon welleri,male,45,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11457,Plethodon welleri,male,45,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,13,CD 11474,Plethodon welleri,female,45.5,81.5,,Terrestrial ,direct,,,8/16/58,August,,5650,5650,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,36,CD 11772,Plethodon welleri,female,46,81,,Terrestrial ,direct,,,8/16/58,August,,5475,5475,,8/24/58,,"Mt. Rogers South Slope Grayson Co., VA"
269,12,CD 11456,Plethodon welleri,female,46,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11459,Plethodon welleri,male,49,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,12,CD 11450,Plethodon welleri,female,49.5,,,Terrestrial ,direct,,,8/16/58,August,,5500,53005700,,,,"South Crest of Mt. Rogers, Grayson Co., VA"
269,20,CD 11568,Plethodon welleri,female,32,,,Terrestrial ,direct,,,8/18/58,August,,5450,54005500,,,,"Whitetop Mt., Grayson  Smyth Co., VA "
269,20,CD 11569,Plethodon welleri,female,32.5,,,Terrestrial ,direct,,,8/18/58,August,,5450,54005500,,,,"Whitetop Mt., Grayson  Smyth Co., VA "
269,20,CD 11566,Plethodon welleri,male,41,,,Terrestrial ,direct,,,8/18/58,August,,5450,54005500,,,,"Whitetop Mt., Grayson  Smyth Co., VA "
269,20,CD 11567,Plethodon welleri,male,43,,,Terrestrial ,direct,,,8/18/58,August,,5450,54005500,,,,"Whitetop Mt., Grayson  Smyth Co., VA "
269,21,CD 11570,Plethodon welleri,female,48,90,,Terrestrial ,direct,,,8/18/58,August,,5450,5450,,,,"Whitetop Mt., Grayson  Smyth Co., VA "
269,38,CD 11778,Plethodon welleri,juvenile,23.5,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,38,CD 11777,Plethodon welleri,juvenile,26.5,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,38,CD 11775,Plethodon welleri,female,38,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,38,CD 11774,Plethodon welleri,female,41.5,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,38,CD 11776,Plethodon welleri,female,44,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,38,CD 11779,Plethodon welleri,male,44.5,,,Terrestrial ,direct,,,8/26/58,August,,5300,5300,,,,"North Side of Whitetop Mt., Smyth Co., VA"
269,41,CD 11827,Plethodon welleri,juvenile,21.5,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11826,Plethodon welleri,juvenile,24.5,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11834,Plethodon welleri,male,35,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11831,Plethodon welleri,female,40,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11832,Plethodon welleri,female,41,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,43,CD 11852,Plethodon welleri,female,42.5,74.5,,Terrestrial ,direct,,,8/30/58,August,,5200,5200,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11833,Plethodon welleri,male,43,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11830,Plethodon welleri,male,43.5,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11828,Plethodon welleri,female,44,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,42,CD 11850,Plethodon welleri,female,46,83,,Terrestrial ,direct,,,8/30/58,August,,5200,5200,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,41,CD 11829,Plethodon welleri,male,47,,,Terrestrial ,direct,,,8/30/58,August,,5150,50005300,,,,"South Side of Mount Rogers, Grayson Co., VA"
269,71,CD 6887,Plethodon welleri,male,33,,,Terrestrial ,direct,,,9/5/58,September,,4900,4900,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,72,CD 6914,Plethodon welleri,male,34,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
269,72,CD 6913,Plethodon welleri,male,35.5,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
270,49,CD 12462,Plethodon welleri,male,40.5,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,72,CD 6920,Plethodon welleri,female,41.5,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
269,72,CD 6919,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
269,70,CD 6886,Plethodon welleri,male,42,,,Terrestrial ,direct,,,9/5/58,September,,4800,4800,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
270,49,CD 12463,Plethodon welleri,female,42,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,72,CD 6918,Plethodon welleri,male,42,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
269,71,CD 6888,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,9/5/58,September,,4900,4900,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
270,49,CD 12459,Plethodon welleri,male,42.5,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,72,CD 6915,Plethodon welleri,female,43,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
270,49,CD 12457,Plethodon welleri,male,43,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,49,CD 12460,Plethodon welleri,male,43,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,71,CD 6889,Plethodon welleri,male,44.5,,,Terrestrial ,direct,,,9/5/58,September,,4900,4900,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
270,49,CD 12461,Plethodon welleri,male,45,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,70,CD 6885,Plethodon welleri,female,46,,,Terrestrial ,direct,,,9/5/58,September,,4800,4800,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
269,72,CD 6916,Plethodon welleri,male,46,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
269,72,CD 6917,Plethodon welleri,male,46,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side Mt. Rogers, Grayson Co., VA "
270,49,CD 12458,Plethodon welleri,female,48,,,Terrestrial ,direct,,,9/5/58,September,,5600,55005700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
269,71,CD 6890,Plethodon welleri,female,48.5,,,Terrestrial ,direct,,,9/5/58,September,,4900,4900,,,,"Transect of South Side Mt. Rogers (Helton Creek) Grayson Co., VA"
270,33,CD 12305,Plethodon welleri,male,39,,210,Terrestrial ,direct,,,9/15/58,September,,5050,5050,,,,"Transect of Head Waters of Byars Creek, South West Side of Whitetop Mt., Grayson Co., VA"
270,33,CD 12307,Plethodon welleri,female,40.5,,215,Terrestrial ,direct,,,9/15/58,September,,5050,5050,,,,"Transect of Head Waters of Byars Creek, South West Side of Whitetop Mt., Grayson Co., VA"
270,30,CD 12250,Plethodon welleri,male,44,,,Terrestrial ,direct,,woods,9/15/58,September,,5300,5300,,,woods,"Transect of Dry Stream Bed of Whitetop Creek at Point Crossing Path to Little Glade West Side Whitetop Mt., Grayson Co., VA"
270,31,CD 12264,Plethodon welleri,male,44.5,,,Terrestrial ,direct,,woods,9/15/58,September,,5200,5200,,,woods,"Transect of Dry Stream Bed of Whitetop Creek at Point Crossing Path to Little Glade West Side Whitetop Mt., Grayson Co., VA"
270,58,CD 12532,Plethodon welleri,male,34.5,,,Terrestrial ,direct,,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
271,11,CD 13063,Plethodon welleri,female,36.5,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
270,58,CD 12533,Plethodon welleri,female,37.5,,,Terrestrial ,direct,,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
271,11,CD 13062,Plethodon welleri,female,39,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13065,Plethodon welleri,male,39,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13066,Plethodon welleri,female,40.5,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13067,Plethodon welleri,female,41,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13069,Plethodon welleri,female,41,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13061,Plethodon welleri,female,41.5,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13064,Plethodon welleri,female,43,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
271,11,CD 13068,Plethodon welleri,male,43,,,Terrestrial ,direct,,,9/19/58,September,,4800,4800,,9/3/58,,"Mt. Rogers, Grayson Co., VA "
270,58,CD 12539,Plethodon welleri,female,46.5,,,Terrestrial ,direct,,,9/19/58,September,,5350,53005400,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,82,CD 12899,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,9/27/58,September,,5400,5400,,,,"South Side Whitetop Mt., Grayson  Co., VA "
271,20,CD 13149,Plethodon welleri,female,33,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13148,Plethodon welleri,female,33.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13146,Plethodon welleri,male,33.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13147,Plethodon welleri,male,35,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,76,CD 13930,Plethodon welleri,female,36,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13145,Plethodon welleri,female,37.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,86,CD 14146,Plethodon welleri,male,38,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,76,CD 13929,Plethodon welleri,female,38.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13144,Plethodon welleri,female,39,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,76,CD 13932,Plethodon welleri,female,39,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,86,CD 14144,Plethodon welleri,female,39,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,76,CD 13934,Plethodon welleri,female,39.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,76,CD 13933,Plethodon welleri,female,40,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,76,CD 13928,Plethodon welleri,male,40,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,86,CD 14147,Plethodon welleri,male,40,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,76,CD 13931,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,86,CD 14148,Plethodon welleri,male,41.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,86,CD 14145,Plethodon welleri,male,42,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,86,CD 14142,Plethodon welleri,female,42.5,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,86,CD 14143,Plethodon welleri,female,43,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/21/58,,"South Side Mt.Rofers Grayson Co., VA "
271,76,CD 13935,Plethodon welleri,male,44,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,10/16/58,,"South Side Mt. Rogers, Grayson Co., VA "
271,20,CD 13150,Plethodon welleri,male,53,,,Terrestrial ,direct,,,10/3/58,October,,4850,48004900,,,,"South Side Mt. Rogers, Grayson Co., VA "
271,69,CD 13760,Plethodon welleri,female,44.5,,,Terrestrial ,direct,,,10/16/58,October,,4400,4400,,,,"Transect of North Side Whitetop Mt., (600 N) Smyth Co., VA Drywoods"
272,61,CD 15522,Plethodon welleri,male,33.5,,,Terrestrial ,direct,,,5/4/59,May,,5300,5300,,,,"Dry Stream Bed of Headwaters of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
272,62,CD 15535,Plethodon welleri,female,34,,,Terrestrial ,direct,,,5/4/59,May,,5400,5400,spruce forest ,,,"North Side Whitetop Mt., Smyth Co., VA "
272,62,CD 15537,Plethodon welleri,male,34.5,,,Terrestrial ,direct,,,5/4/59,May,,5400,5400,spruce forest ,,,"North Side Whitetop Mt., Smyth Co., VA "
272,62,CD 15536,Plethodon welleri,male,38.5,,,Terrestrial ,direct,,,5/4/59,May,,5400,5400,spruce forest ,,,"North Side Whitetop Mt., Smyth Co., VA "
272,61,CD 15523,Plethodon welleri,male,42,,,Terrestrial ,direct,,,5/4/59,May,,5300,5300,,,,"Dry Stream Bed of Headwaters of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
273,11,CD 16194,Plethodon welleri,female,36,,,Terrestrial ,direct,,,5/5/59,May,,5200,50005400,,5/12/59,,"North Side Whitetop Mt., Smyth Co., VA "
273,11,CD 16193,Plethodon welleri,female,38,,,Terrestrial ,direct,,,5/5/59,May,,5200,50005400,,5/12/59,,"North Side Whitetop Mt., Smyth Co., VA "
273,11,CD 16191,Plethodon welleri,female,38.5,,,Terrestrial ,direct,,,5/5/59,May,,5200,50005400,,5/12/59,,"North Side Whitetop Mt., Smyth Co., VA "
